byte,count
37ec,15
d49f,12
5aa9,13
5c28,20
d2d8,13
c726,8
ef7d,14
fbb1,22
bab1,12
eb65,15
f2e3,11
997c,9
6e90,14
6ae5,17
7f3d,17
571a,19
9b5a,17
61d6,11
d055,12
fb7c,15
cbc9,10
1b03,12
d0f8,13
f14f,16
f717,6
7fa7,19
a2c4,13
6b72,8
5691,14
d63c,12
5ed7,18
2e3d,13
0fb4,15
fe0d,13
ac08,15
b893,21
8bf8,9
f301,10
6a96,16
da3b,16
54c6,15
dc3e,17
92ae,15
031c,13
fb3e,12
a95b,20
cc19,13
e06a,11
8c58,12
a788,10
ef09,14
5190,10
cf73,8
75e5,15
81bc,13
3e6c,12
5152,12
6f4e,10
0775,14
5e24,18
10c4,10
b4b7,12
5d88,10
322a,17
953b,14
4df0,21
4039,17
a344,10
4d95,13
18cd,16
3bf3,16
0e34,15
ebfa,9
29cc,12
fd37,19
b251,20
b09f,11
0562,12
ce1b,15
4816,15
ec7e,13
7a96,16
2071,10
a410,11
173a,13
5f36,13
4fbf,15
2be7,8
9f11,12
230c,12
4099,13
add5,9
5f5e,16
2599,14
76df,26
9da6,14
8963,22
e67d,10
bd6b,12
18b9,12
ab25,11
de50,11
803f,20
cea6,8
d2a6,19
8e91,12
cf81,8
2d87,14
c52d,14
6a0e,13
df8b,15
61f7,8
8c12,12
3213,17
7cd1,7
1648,15
0eca,13
d3f1,7
c4ec,11
6169,13
e153,10
f9b7,19
82e2,16
600b,19
f822,11
78b2,14
b9cd,13
0ada,23
7b3d,14
e4e6,14
cb47,10
1584,12
0a62,12
7f6c,17
07c1,18
dc18,8
6cb4,5
df18,10
5e4d,15
9f56,9
8ccc,12
3cf1,14
647c,11
7f63,14
cd5a,16
aef9,13
b9d0,16
1bd6,10
ff18,13
b145,14
76a7,16
7c01,20
3414,18
3b67,16
392b,10
9e9d,13
3e13,23
5ee0,17
3d53,18
9fb2,13
0825,15
8c48,19
d947,17
8891,13
9102,15
f299,25
5324,13
308b,9
f54b,12
27d2,13
ef75,15
d1bb,7
f29f,6
8ff7,12
009c,13
c402,14
b4f2,20
a56e,16
1f4f,14
4c58,13
cc83,16
ef8b,9
66b0,15
3bce,16
0872,22
bc3b,17
1cb9,18
0a74,10
1925,16
0782,10
10b8,15
74fd,15
720d,13
2d11,9
817e,19
8f00,11
335c,21
96ec,12
b3bf,12
a45f,16
7bf3,10
81ea,11
ef0a,12
98f6,11
44e2,11
7671,12
ea0e,15
3993,11
2112,21
26b9,11
cff9,19
10a3,20
ed1b,13
267b,15
f5d0,8
6637,11
5cdc,14
58e1,20
24fc,17
4464,21
d087,18
4342,6
ede2,10
0a81,12
8d85,5
d895,8
220f,8
24db,15
6c52,17
f413,14
a742,17
d42f,14
e545,12
cac5,12
5e82,11
2b10,16
d234,21
3dde,17
1b4c,14
a057,15
78bb,16
9bf4,17
d777,12
263e,12
76bc,17
7c3e,17
0ecb,15
fe0a,14
a7f9,15
dbdd,23
ab59,14
9a05,10
d18c,7
2668,10
235c,13
41ce,13
7f8a,19
d2ec,21
03d7,13
b4ff,20
82c5,14
c458,14
9b6a,21
050a,20
0763,7
9bc0,14
c5cf,16
2a83,21
3ce8,9
1bb3,16
d2b8,12
f417,13
69c2,9
a528,19
470a,15
6613,9
5256,16
1b6a,15
094b,19
30bf,9
3b44,13
25e6,14
bbc6,13
1c3b,9
b116,14
f2f3,9
5fe2,15
2c27,14
c1d2,14
de6e,12
c446,6
50ed,15
6bbc,12
e0a7,10
c9b8,17
966d,12
a5a5,15
ad8f,24
384e,14
0e43,11
955f,7
2d5f,15
ff13,13
6327,14
0fc1,9
8f84,10
61d8,10
7a05,9
8eb9,14
d9f3,16
44bc,14
7557,19
414e,12
0bf0,14
f88a,12
b8a1,9
ba3d,11
464d,12
959f,9
f2fc,16
dd93,11
d4e7,18
af6d,11
af4b,12
6340,15
6d63,16
80c2,16
d862,9
4796,14
f3fa,19
00f2,17
af27,13
bd21,17
217f,12
76ec,16
0624,19
4e0f,10
7c61,15
ebf9,11
bfa8,15
89d9,15
dce0,16
6a94,9
2d78,16
d0ce,13
f27e,16
e2c9,21
6356,18
ab77,15
80d5,17
2925,18
fdbb,15
f82b,11
5038,10
062e,14
0f6d,19
9a67,17
e9a2,14
be73,15
151b,14
66c0,18
53f6,18
2493,20
8454,16
2708,16
f9e0,11
9eb8,18
3a31,5
b642,15
3fa3,9
b6d8,7
b78f,11
1649,18
4879,10
fd4b,12
16d2,15
763c,16
b186,8
7ddd,16
51da,13
fe07,12
23af,15
f9ec,14
2700,11
e3ac,15
b022,14
11e8,8
1972,11
bd87,15
3533,12
81de,19
3393,11
d5a6,12
5d3d,19
f017,14
3907,11
f1be,10
556a,11
e314,12
1839,15
a391,13
7831,11
86f8,12
16d9,17
93e4,18
d4e4,14
c460,14
6378,10
4c0d,8
37fa,10
5ab6,18
6d79,14
5319,15
0a30,13
7601,20
360d,20
ac21,20
bd5f,12
efb9,10
f1ea,11
4966,22
d470,13
1521,14
dc8c,18
3782,21
6a5b,19
8ed3,8
a0b7,9
be39,24
9ac6,16
988b,17
6a69,21
b6d7,18
938f,15
7c7f,17
c71f,10
1b54,12
a658,16
4853,12
eb46,11
f60d,19
37ab,17
23a3,14
3163,17
a7c1,14
eb4d,12
2836,19
52f5,17
f820,10
77f4,20
d229,13
6106,20
dd49,16
40ba,15
5fde,19
3feb,9
06f7,17
5859,13
34e3,13
6157,12
0090,11
ce2f,13
c27e,7
a865,14
ed93,13
8bb7,14
b9b8,17
b044,12
7157,11
a71b,9
726b,13
91d9,24
b880,13
c997,14
ea7b,14
13be,9
89d4,19
be71,13
6599,13
d8b5,23
7a11,13
5a2e,16
3444,10
fb1b,14
6569,10
9964,21
fa51,13
ea84,18
5f06,11
92a3,18
4422,15
7c50,22
69cf,10
bc2b,11
3615,10
ae55,12
6f7e,12
d6ae,19
f7f6,13
9f68,18
f3e5,17
64bb,15
d8de,15
0a96,15
52bb,14
ce79,17
8007,10
20eb,12
f949,13
43da,14
7579,20
59db,14
f79f,15
02ba,14
e274,12
c96e,24
16de,10
4b8b,10
98b4,19
738d,9
a9b6,12
6742,12
f09d,13
75b6,15
8ff6,21
5901,10
a1ef,19
9463,14
159b,13
7b4b,16
708a,17
d9eb,15
4b87,20
865a,17
019d,15
0ffb,16
f998,14
23e6,11
0ab9,17
2761,13
f312,9
33cf,10
5fb0,17
78c0,14
6086,15
3a19,14
e00d,13
9dce,16
ada0,17
4e3f,9
3b5b,11
2fb7,17
71df,18
6ee9,12
f0a4,16
72b3,11
2f42,14
4930,14
3bf6,18
732f,17
3409,19
32d1,14
c6b1,14
8a46,12
a9f6,18
c821,13
593e,16
26be,9
f4cd,9
2fd2,16
b7a3,8
3348,9
116e,14
8526,14
3250,14
332f,10
9c20,13
15b0,13
a408,20
20cd,13
5d8a,13
e434,13
4947,12
9f30,15
b4e6,12
9b57,14
9bbd,20
d3fd,16
7f9f,12
7033,18
bdf5,15
fde7,14
189d,20
2771,13
d503,9
753c,10
b9d2,11
2a51,14
387a,13
a2d8,10
2770,15
5c0e,7
5bb2,7
54ef,9
9556,18
a47b,17
fd58,17
5902,20
1763,12
17a0,18
2cd4,13
8dac,11
f379,22
162f,10
5c5a,10
e107,17
2c10,14
dfbe,17
6959,15
ab60,15
08e4,12
4a18,17
cc4b,21
69bf,9
529e,14
9a41,15
1a8f,9
85fd,15
2656,17
759d,15
1eab,20
d21c,14
8b06,11
7768,18
3138,15
f35a,26
ef6a,14
acf1,17
aa01,16
bd50,11
4791,15
15bc,14
6a10,16
7f0b,17
0ff7,12
4ba1,13
abe3,16
22c8,12
9ada,17
5dc4,11
0df4,16
5cee,13
6709,9
44c2,9
3d74,13
9a85,16
ed29,16
3dd1,11
b371,14
e1aa,13
991b,14
b710,13
b823,10
46db,14
6e1d,12
0e9b,11
478f,15
f84b,9
f3e8,17
4273,10
b8f4,14
adc7,15
2643,8
e9a5,16
eda4,11
f5c8,18
6c22,17
e95b,15
b1f5,17
1bef,15
4e44,10
b0fc,16
ffe3,13
ddc4,12
b7e7,20
49c9,9
e88b,10
dcdc,17
b564,9
715e,12
d27d,16
c3f9,17
318b,8
87c2,10
d316,13
bf84,14
2a89,21
3ac3,12
56ed,18
b433,12
649e,16
3575,9
858d,18
8899,11
0009,13
6fee,15
c85f,17
e576,9
4dc2,13
a909,17
c8e0,11
a854,13
b610,16
0681,12
7285,10
7611,14
c1f4,12
0755,15
4765,13
7a6a,14
1d8d,16
3c4e,20
3f1d,24
b1f2,15
69e1,16
dddf,12
928b,19
1a4f,22
f987,11
33ea,17
8556,15
73a9,13
60e2,10
f4f0,12
5d34,21
3045,15
35d6,21
e0e1,13
5266,18
32f2,18
ab9a,17
832f,19
cf7b,16
1b5f,26
a3b9,15
02dc,4
5d50,13
9ad7,12
5e5e,12
fa16,9
27f5,18
34ad,7
4647,14
46e4,17
8728,17
bd6d,17
13f7,12
701d,17
4aa0,20
a6fe,14
7dbc,10
0c41,14
42f7,13
5660,12
ff30,20
a5e7,15
be51,20
0693,15
d26d,22
7cff,15
ed2d,16
2e94,21
8166,17
b3e7,18
d49d,15
de2b,14
5c29,6
5380,11
7031,13
53f7,16
a764,18
9a45,15
b110,16
b475,14
6fe5,12
c30d,10
c50c,14
01c2,13
a65c,24
0575,17
7b3e,10
72c9,13
7acb,22
ee79,24
0ca0,8
e8c4,12
8a6d,13
85a6,12
0217,11
3016,20
521c,15
3940,17
6485,23
2b59,15
aff7,12
f0de,12
1081,10
4e4f,10
c46d,15
7024,15
7b30,16
0109,16
63be,10
61e2,13
911f,10
2739,15
35ea,10
6190,13
5bd1,13
82da,14
cd1d,14
fcbc,14
5cd5,14
28a5,15
fb3a,17
d528,16
7ca3,18
340c,16
2d66,14
1b26,10
7a45,12
a918,18
5430,17
7a86,10
7c24,20
37a1,17
7d6c,17
3b05,22
2fae,13
65bf,13
1360,20
a459,10
ac11,16
ee57,12
4482,12
14f5,10
6af5,10
4a21,12
8416,16
09a0,14
b33d,13
a668,14
ea23,11
a4cc,18
78f8,16
1e5f,12
34b4,10
ff9b,15
7c81,16
280d,25
3c28,10
cc5a,10
4db1,13
4f9d,11
16ad,10
8c6b,16
8881,20
c019,14
f697,9
6144,20
d815,11
4f64,17
3382,14
c054,10
5dfb,12
1044,10
5040,14
dd91,18
c43a,15
ea0a,18
714a,14
6678,16
4c23,15
69d1,10
aa5f,7
b88e,18
e605,13
c881,16
3a72,18
fbd9,10
361f,13
d72f,19
3252,4
661e,19
3c1b,23
1026,18
670c,14
0854,8
c54c,12
a5f9,13
f235,13
d58d,13
3c18,8
c207,19
4943,14
77ec,11
afed,21
fbb5,20
d11d,14
eb66,18
8dba,18
8925,23
a287,9
f64f,15
db3d,19
9dd6,8
fdc9,14
8bfb,18
0e3d,18
e8ff,10
315c,13
57c2,19
da92,22
1528,12
276e,12
82a8,15
47d0,15
0026,15
c75e,18
624f,16
2421,15
aead,14
3c67,13
42b5,17
16b5,13
a766,16
c564,19
411d,9
5a56,11
5c97,11
ea51,11
349f,12
25e9,11
8585,8
ea8a,17
77e3,14
efa1,12
d2fc,15
75ac,17
5f08,14
4110,14
4324,19
6e74,12
ae89,21
0e61,12
c686,17
de17,18
d5dd,11
c19b,11
1241,12
7e46,21
9a96,18
31e6,15
8211,13
8238,13
596c,17
18ba,10
860d,8
eaca,11
abc5,20
2e05,14
8042,14
879c,23
868e,9
7ce0,13
d37e,13
2f86,11
698c,14
96d2,21
5b58,11
30bd,13
d05c,13
0bf6,11
f880,11
655b,13
0eb7,12
32d7,15
afee,10
b4b3,8
c845,18
07fe,19
8d8b,17
ff11,7
c159,13
ab79,19
560d,14
a0e7,9
72bd,12
3026,13
0cbb,18
5547,13
f00b,8
2966,8
bbd9,8
fb7b,13
8820,16
f5ec,16
b5b9,16
e69c,9
3c8b,9
9ac1,14
3b3b,13
1766,19
8c0d,16
acac,21
32fb,12
1378,14
8b44,13
e71b,15
8c67,15
559c,10
21fa,15
5072,16
4e52,13
c652,11
26b1,14
23a7,17
1be2,8
e89d,14
8504,10
a3ca,9
7504,17
9050,23
ae5b,11
148a,16
ccb9,15
e937,12
6809,19
9974,15
b4e3,16
2594,13
e9cf,15
8ef6,10
108c,19
a307,13
0e56,19
6ece,16
b549,12
d772,14
5770,14
952d,17
121e,12
68ac,18
5e72,9
df91,17
81a5,17
54df,19
bbdd,15
2811,13
ef13,13
ee1e,14
d173,9
c1c6,13
dcdb,6
b572,18
ffbe,15
826d,12
a31f,16
a9af,13
9582,9
f809,20
90db,15
0260,8
17a6,8
5c6c,15
d200,18
5e9b,14
7673,9
8ef4,11
a602,19
4e29,16
b4d0,16
7d0f,19
564c,10
8739,17
efad,18
f298,8
2008,13
f2cc,8
3910,11
24af,16
ffa6,14
8821,14
1dfa,13
5c11,14
43a1,11
4e60,10
b6ea,16
1e69,10
ea05,14
9be2,7
58b2,19
c4cc,7
32f1,10
5fcd,14
ac4a,14
3fd8,18
3927,11
1f6d,16
03e3,14
47a5,13
a471,18
58fd,18
a1b1,13
73ec,10
ca9e,13
dbdf,16
4fbe,17
800c,16
d2fa,15
eb4b,12
e41b,14
0f15,11
9a53,13
ae2f,24
02ee,13
9aac,13
5a2c,7
e921,20
0b66,17
94d0,16
b814,11
dc1e,11
bbbb,12
31ca,10
f000,19
1098,14
3292,16
e93a,16
a296,12
1155,17
8d94,22
514e,19
6617,12
9f7b,16
3d72,19
92c8,18
260c,16
74ba,20
c329,18
bc79,10
8c44,18
21cc,16
556b,16
b230,15
476a,15
339d,15
f031,12
f8f9,17
28d5,13
5fce,12
6e8d,18
aef0,11
4590,13
c5bc,16
95ca,17
94b0,14
1385,12
0754,13
e4a6,19
3e68,17
99a4,12
91ab,24
5e14,14
8fb0,11
605c,11
5d39,12
3aa1,20
cb7f,13
0d0b,15
8cb1,11
8540,18
d1ce,9
0538,19
f5f7,9
3307,12
0703,20
687e,10
0863,14
3172,9
74cc,12
a0f8,16
b28c,13
42da,16
02de,19
f79d,17
fc4a,20
97b8,11
6261,19
307e,19
e007,12
a5f1,15
3ff4,16
a94a,16
6856,17
32d3,15
a66c,19
cf35,11
6e76,11
9875,15
4ea0,13
4ca5,17
7873,16
fa1b,18
c6f6,9
903d,13
9c29,8
67f4,15
7d8b,10
8c7e,17
3fee,17
1e2f,10
cb77,14
b26e,19
f265,8
99de,15
2884,15
4bed,11
7296,12
65da,19
1041,16
8af6,11
d2c7,7
21fc,19
e80b,19
e95d,16
7759,17
4926,13
cb0d,16
980f,17
a253,12
ed77,22
7e88,15
ab58,16
9704,15
7775,10
abfe,16
5870,13
7e94,13
93c2,14
11e7,16
3748,20
fd87,11
6da5,15
cb7a,12
2388,14
6860,17
fcb7,21
d0ec,11
f415,13
c4f0,20
c1bc,13
92db,17
d8a5,17
2d7d,15
9c6c,16
780e,12
12ad,9
8b16,24
340f,7
3588,13
7511,12
14c1,9
28de,13
8853,18
1e04,12
2b40,13
9ca6,10
b9ae,9
fd52,13
2e85,11
e4fd,15
518c,10
b2e1,12
3330,10
5402,14
4e7b,18
69c5,19
7957,16
248b,15
6925,10
9ef2,12
d996,20
5238,15
c1c7,19
cad3,14
fb00,19
1fce,20
ea9c,15
f70e,15
6718,15
0dbc,15
35c3,13
0b31,10
89c4,12
3703,18
261a,13
3b58,18
dc61,18
4044,14
7c7c,15
2f55,18
451e,9
e05a,8
c86a,15
4248,14
aee7,15
963e,13
2a74,16
b6e8,7
4d1a,20
5453,18
df2b,15
feca,15
76e0,15
51f0,14
d15d,11
365c,14
fce2,9
a139,12
c35d,12
cc67,15
867f,18
fd96,23
b136,16
8be4,14
94a8,16
acd3,21
d12b,11
d6aa,23
da06,10
ff2b,11
4941,11
54be,11
5d1e,14
44a3,16
0e6f,16
eee5,13
7f72,5
4b80,14
cd65,12
7719,17
e732,10
6830,16
d2c2,13
4775,20
f9fc,13
e51d,15
b538,14
2088,13
2916,17
3259,10
7455,16
984e,17
16cd,13
1f50,15
0d4a,20
4dcd,12
c6a8,15
edba,11
3e7b,12
2895,10
76d4,17
612e,13
bc85,8
3f1b,11
a8c8,17
e4ef,11
6ad6,15
9cc2,20
fe40,11
f925,15
9d08,22
3d0a,6
2d8c,17
a102,10
0b8d,16
202a,7
74ff,16
d8ec,17
9030,17
4d0f,11
a04a,13
712b,7
359c,14
406f,17
7de8,11
dd08,12
3af8,10
bb4c,14
95fb,21
7a2e,17
2ef2,19
080d,20
4e77,16
8498,9
65be,17
6bcc,14
6941,15
896d,17
643e,12
42c4,7
b585,12
c990,17
89e6,17
e68c,16
7e5a,14
b1d2,14
2cab,18
e00c,16
7d31,13
a488,13
91bf,13
c3c2,17
ac99,13
f892,15
c44e,15
6785,19
b394,7
b792,16
73ab,12
35cf,21
6926,18
488f,21
613f,15
6787,7
4a70,12
338b,8
70a4,18
dcaf,10
c2cc,17
6870,14
4a33,19
99d5,17
58b9,19
d497,20
ff1a,11
243e,18
1371,6
405f,16
f93e,9
0447,22
eed6,16
0efa,12
d163,18
f4e1,23
374c,10
9796,21
7e1b,12
99d7,14
6cdc,13
8372,24
72f7,17
e5f9,16
fa8a,13
e948,10
9176,9
4191,17
94f4,12
1dc4,18
3144,16
8bfe,13
9823,16
8380,18
33e4,11
ee6d,17
fb45,18
97f9,11
cfbf,10
499d,16
660f,8
ab12,11
9d70,12
8b17,10
dd5c,11
2b4e,17
272e,16
824a,11
3c50,10
c571,12
069a,17
969e,12
1fa3,12
a3e0,12
1f0a,18
b733,11
cca9,14
8afd,13
370e,12
cba7,16
57ce,14
b3f4,13
2a1e,10
256c,20
9417,9
0b97,14
2d91,19
c6f4,15
5ce9,11
bbe7,13
f4cf,17
20c0,21
013e,11
805f,16
2028,14
39fa,18
7723,9
80a6,14
99a2,19
6173,21
ed8c,15
80a7,14
48b0,17
d847,13
cc05,17
c78c,8
b3db,14
049a,10
09d2,15
e511,10
0167,13
9849,9
4f63,10
f434,16
4d36,17
91ee,18
f064,8
ade1,11
a947,13
01ef,14
1400,15
e712,14
7857,20
b767,5
9add,10
ea0d,15
2aa5,12
0a50,9
886f,14
b1f4,23
5cc1,13
644c,16
3a77,12
ffa8,11
6ad9,16
102a,17
3a85,15
6f52,15
9c99,18
e71f,18
f99a,15
1494,13
b695,15
dc95,11
563e,11
0857,16
a0ae,25
c487,7
cf8f,11
cf02,7
b78a,15
426d,9
dac8,11
3aa5,12
23bc,13
4183,10
2821,21
1acb,12
457a,14
224d,16
1824,16
0b5b,15
01b2,14
83db,15
c464,8
755e,21
c3c3,12
cf16,21
1140,15
08d3,12
5478,15
9f04,13
ea64,12
45fc,20
8bc3,12
5df1,14
52e6,13
0002,21
1384,12
36df,19
2e02,16
f344,14
3a86,7
b5cd,14
c751,18
782a,11
ec22,13
3c6b,9
59ba,12
7187,18
e87b,15
65cc,15
a977,8
574a,12
d9b1,11
b8e0,16
4a97,11
ab7f,10
0736,17
1c40,18
709a,14
9231,15
6dab,18
b4f5,24
7e4c,26
1129,13
a00d,18
36c7,11
8cba,17
4e59,15
a240,19
bd86,13
1377,17
a133,19
5898,9
a8f6,11
b575,16
4684,13
6e7b,10
0978,12
0afa,9
67c6,8
203a,11
3153,17
5131,10
0be6,13
9f2d,15
4edb,17
6b41,23
a235,12
42ba,22
8cc2,10
edb1,12
9893,13
66f5,8
93c4,6
9327,25
f547,19
e23a,8
de86,17
9ca0,21
93cd,11
c3db,13
0786,20
18b8,17
3704,14
9754,17
d98b,12
227d,11
0a16,13
20ed,12
ee44,13
92cf,19
f9b9,9
6b7c,16
6f16,22
18b5,9
4ddf,20
3692,19
c51c,12
7015,15
035f,10
27fd,11
2410,18
4536,15
f319,11
567f,21
caf6,14
284c,17
c7a7,20
f3e3,15
ff4c,19
f914,9
0dae,19
c8fc,16
a24b,18
94ed,8
9867,13
47f2,19
d702,16
c050,20
0581,16
1d99,10
27ce,18
cef0,13
6111,11
216c,16
ba15,14
18e2,19
9a13,11
ad4e,5
2642,15
1e8a,11
58ba,10
7a30,12
c75f,11
1634,9
90e5,7
4f76,16
2982,16
a6de,17
ded6,11
41a2,13
8e1c,14
a0be,11
5a22,12
100d,17
d2bd,13
3023,15
fed2,13
036e,14
95b5,16
03d0,12
a61f,12
20b8,17
ab0a,14
3785,15
700f,7
8989,10
7e3c,17
e272,9
e898,20
8bac,9
feb0,11
13e8,17
0f68,12
9920,17
824c,18
1484,13
7f2c,18
1c1c,9
def2,17
6cd4,10
c1bf,8
ac66,6
96e7,15
44cf,16
f244,16
d96c,10
3997,15
cbc5,14
665a,21
8d70,12
f23a,12
e6c9,19
2baf,12
519e,21
ae00,10
e33b,12
d0fb,13
f9f9,12
e006,10
540e,16
060f,17
68cd,9
889f,12
b6a4,21
4540,9
10b6,20
e49d,17
8c03,15
83cf,14
cbb0,13
635b,9
357b,15
2b97,13
1162,9
5b26,8
692f,18
3420,13
f07c,19
4115,18
57d3,9
00b7,11
5838,12
bc2d,17
fa46,18
4b1d,25
1ae7,9
cd88,15
2363,16
a6ab,10
ba5f,13
76b1,15
3cd3,16
9a08,16
56a7,15
8541,11
5c91,11
4a40,14
0826,18
24f5,12
369d,9
b2ea,14
58b3,10
5646,11
ed66,11
8580,15
6717,11
bf25,12
ec6d,14
abfa,12
13b6,17
b7f4,12
32f8,13
bcf5,7
1500,17
0045,13
193e,12
ab9c,14
f404,18
5d16,19
a57e,11
bb83,16
f9b8,12
6887,21
b44a,18
d353,16
bf43,16
c1f8,11
343d,17
ea7f,15
415f,12
7f4e,13
9a3e,18
56fb,14
ab99,17
4012,14
1753,12
7659,10
b582,11
5fc4,18
43dc,11
d969,8
7a41,12
44f7,11
4a60,9
2e6e,18
8d6a,14
7f43,16
1242,15
0738,9
f54a,17
5484,11
b438,15
1d4f,11
267e,19
d290,12
6e4e,20
81a2,14
e1e3,8
0a7a,6
8879,15
98d0,7
27c4,19
6027,18
4925,20
5e38,11
ae66,13
aee3,18
d9c3,10
4793,11
dbbb,14
6469,6
b10f,20
21dc,20
4cc9,18
52dd,15
7769,12
37e2,13
1736,12
1503,22
d203,20
c855,17
00b1,15
66f1,13
9bb6,10
6b7d,20
6bbb,17
237b,11
f272,11
99c9,17
83c4,14
12c9,13
f2a0,9
6293,14
bc96,15
9e0b,15
b5ca,12
60ff,21
7e09,20
693b,13
a87f,9
302d,10
0b42,10
bc11,8
f454,8
2b72,14
18ea,10
3a37,22
e7f6,18
e568,16
da6e,11
dc6e,18
b2dc,17
c0f6,18
3d7c,10
4465,20
9742,8
01bd,10
5225,12
a00f,10
54d2,12
0214,10
b764,18
583a,17
e311,15
5da1,18
c658,10
85e3,16
a037,15
b6a9,13
dc02,11
8f49,11
e9ec,18
7b2e,13
0bd9,11
75f8,13
a279,8
9450,13
4b0c,18
4e2e,14
1813,20
c129,12
443c,14
ff39,11
8202,15
fe22,12
7c19,13
e50e,14
6d9f,15
873a,19
c0cd,12
caeb,10
e0b3,16
ecae,5
e44a,14
5aa0,13
087c,15
52ba,14
416d,11
5325,22
6821,20
7a9e,17
9633,20
55ae,14
b1e6,15
d266,10
8692,16
28a7,17
19d2,11
b6a7,17
c2bf,16
5d2c,13
0966,10
f4e2,9
d149,17
297c,13
7411,8
7bdd,14
c168,20
207c,11
01c7,12
8651,12
8885,14
aed1,10
5aa3,15
0bec,23
9168,16
ee9c,15
a4be,15
af72,21
3784,14
9a1e,14
782d,16
9ee0,15
2d3b,16
612b,15
de0d,8
104a,16
cb95,9
5591,21
136a,24
5982,16
3d2b,12
a40a,18
ae71,7
30d7,10
b3b0,14
429b,13
33fd,14
8c2d,13
7320,12
5f54,12
0947,9
9cc4,13
e4eb,8
9f2a,10
d516,13
3b41,15
9c6b,11
b579,16
6d04,14
6299,17
603e,23
a36f,12
31d8,14
8673,11
4b3f,20
273f,11
cbb4,9
9088,14
2253,12
1e32,19
d1ed,16
3a16,13
40ef,17
ce64,13
ed0c,16
b525,14
3900,10
8a19,14
d3f6,12
9712,21
90cb,17
e702,16
a71f,13
1b0c,8
3ff1,8
8a4c,17
1917,14
b3d4,11
add9,13
30cb,16
92b2,14
f2f6,13
c978,16
916b,15
ed1e,15
5ddb,19
0ca3,14
c8e7,11
e350,14
6b06,15
cef4,11
ba52,12
06cd,13
a38b,19
d8db,8
087d,7
8822,5
2918,9
7ab4,12
66da,13
d4a1,17
52a9,15
1db6,14
fa79,10
23bd,11
b513,10
a8a9,20
a0ce,12
4a64,8
44c8,12
3daa,17
ca67,11
ea4b,13
c8f7,20
fef2,15
659b,15
1058,12
dcb7,10
1784,17
6162,5
c52c,17
c9f1,12
b197,11
c98b,17
3b2c,10
44ef,11
0253,20
8592,16
88f2,8
7e2e,16
0917,12
8552,20
79eb,9
2dad,19
e1a9,17
de0e,16
41ad,13
3149,16
cc8e,10
fea6,20
6f07,21
f66f,18
ddca,12
c43b,16
df19,13
9670,10
c48b,16
3eee,15
120f,15
ce99,14
e11c,12
1399,16
2458,10
6563,12
5015,6
30c1,12
2543,13
a6a6,13
471a,15
36c4,13
eb3d,14
7181,14
6a50,17
5e69,15
ac53,12
4737,21
bc5a,13
e01d,15
6562,14
092d,21
c484,13
391e,16
055d,9
19f5,10
37c9,8
b2f3,19
7b7a,14
7453,11
6e49,12
830d,14
f42a,14
d489,14
a146,14
4945,15
86f6,17
91d8,11
33e5,12
4843,16
0592,13
2f49,16
10a1,14
a36d,11
95d0,13
e7fb,15
6115,13
8824,12
a9d6,16
47e1,25
794d,10
220b,10
0124,10
e8f8,19
8f43,19
309d,12
b4aa,17
2f80,15
6788,13
0f48,15
55a2,18
1825,10
5d05,12
58ad,13
33eb,16
c4ba,20
f4c2,17
5cfa,14
da29,13
f1f9,15
6f38,25
f4b6,15
2cd5,19
1f72,14
d58e,10
0818,15
d239,17
951a,22
fd14,11
c586,16
e59e,10
70da,16
a77f,22
d3d8,21
1eca,18
8f94,16
b985,8
31da,16
6757,15
f133,12
872f,16
191c,18
4eb4,15
f556,15
a8a8,10
6753,11
9569,17
7826,15
219b,15
32c3,10
00e1,15
4306,7
babe,19
ce2b,11
d95f,14
9294,13
9161,12
b8b5,11
c491,16
4d5b,15
0ab0,13
a58f,17
86a2,12
4122,17
2694,14
73a3,21
4acd,12
faf6,11
38b7,17
80d8,19
230e,9
4929,9
0f78,18
b908,10
1a51,10
0692,18
ab80,14
a089,23
1957,12
e303,16
ce9a,15
69a7,16
6d91,14
1ebc,14
8bf9,17
e24e,19
bbb5,9
43f2,19
2c92,13
9b97,15
1ee6,26
bfcb,18
e0b8,13
54c9,17
aa8a,11
fd12,23
daed,14
852a,15
5fd0,13
b9ec,14
7c34,14
5fe9,8
0056,18
b723,14
1d70,11
da9c,11
d393,14
851d,14
132b,9
4e3e,11
aa7e,12
cacf,20
9c0b,12
8953,11
de40,11
ac76,14
a68b,9
a207,11
a0c0,13
a78a,14
8698,20
2fc0,13
3147,13
b2b2,9
3e58,10
c340,12
a475,9
5bc3,14
ee13,15
ef8c,16
b069,16
c219,14
5144,13
a869,21
77b8,13
dc68,12
cf56,14
d3b1,7
87c5,14
3560,18
05c8,14
b84c,13
403f,12
c531,12
076d,7
3f42,13
37f5,21
074c,13
3c2d,15
80a9,13
9104,15
9f17,17
606a,14
0c97,11
8521,17
40eb,10
d427,12
9512,13
072f,14
faa9,11
8f30,16
6fdb,13
b1ef,19
2c65,15
e758,16
3996,9
9f61,12
df87,12
31b8,22
a8b1,13
151f,17
af45,9
3fb3,20
d0f9,26
51d1,14
f3d8,10
07a2,15
d728,8
bb4e,20
4992,13
2442,10
ec77,9
229b,16
0ddb,16
bffb,12
29d2,17
b170,16
c0d7,9
79a9,9
e232,18
2386,17
6659,11
9bb8,9
27dc,11
b8c4,17
6079,19
f1e4,21
bec4,13
